Candidate_Location,Distance_From_Job_Location (km),Cost_of_Living_Area,Current_Role,Seniority_Level,Experience_Years,Current_Salary (INR),Expected_Salary (INR),Education_Qualification,Relevant_Skills,Certifications,Notice_Period (Days),Planned_Leaves,Shift_Preference,Service_Bond_Acceptance,Work_Mode_Preference,Current_Company_Name,Current_Company_Industry,Current_Company_Brand_Perception,Job_Hopping_History (Years),Technology_Fit,Offered_Salary (INR),Salary_Difference (INR),Salary_Competitiveness,Offered_Position_Level,Offered_Job_Role,Job_Location,Relocation_Required,Benefits_Package,Career_Growth_Opportunities,Job_Security,Offer_Company_Brand_Value,Offer_Validity_Date,Offer_Letter_Clarity,Expected Joining Score (1-1000)
Kolkata,8,High,Analyst,Mid-Level,14,1675807,673452,Bachelor's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,34,4,Night,No,Hybrid,TCS,IT Services,Negative,9,Moderate,1702970,82908,Below Average,Lead,Developer,Munger,Yes,Stock Options,Limited,Stable,Moderate,2024-12-26 14:11:33.008200,Ambiguous,180.76566666666668
Delhi,23,Low,Data Scientist,Mid-Level,7,722381,1178883,Master's Degree,"AWS, Docker, Kubernetes",AWS Certified,68,8,Night,No,Offline,Infosys,Banking,Negative,6,High,2816207,79109,Above Average,Senior-Level,Manager,Delhi,Yes,Flexible Hours,Limited,Stable,Moderate,2025-01-19 14:11:33.008200,Ambiguous,187.87356666666665
Bangalore,24,High,Analyst,Entry-Level,1,1276433,576743,Master's Degree,"Python, SQL, ML",AWS Certified,75,8,Day,No,Hybrid,HCL,IT Services,Negative,0,High,1390993,275122,Average,Mid-Level,Developer,Hyderabad,Yes,Stock Options,Moderate,Weak,Moderate,2025-01-02 14:11:33.008200,Ambiguous,128.36643333333333
Madanapalle,37,Medium,Consultant,Senior-Level,7,760244,1538882,PhD,"Python, SQL, ML",Scrum Master,83,0,Night,Yes,Hybrid,Infosys,Retail,Neutral,2,Moderate,2600240,381087,Above Average,Senior-Level,Manager,Darbhanga,Yes,Health Insurance,Limited,Stable,Moderate,2025-01-13 14:11:33.008200,Ambiguous,152.67466666666667
Mumbai,24,Low,Analyst,Mid-Level,1,874100,1149468,Diploma,"JavaScript, React",Google Cloud Certified,19,5,Flexible,No,Offline,Cognizant,IT Services,Neutral,2,High,1988049,19422,Above Average,Entry-Level,Developer,Mumbai,Yes,Stock Options,Moderate,Strong,Low,2025-01-17 14:11:33.008200,Ambiguous,228.2683
Bangalore,16,Medium,Project Manager,Lead,2,1005860,2006734,Diploma,"Java, Spring Boot",AWS Certified,72,6,Night,Yes,Remote,Cognizant,Retail,Negative,0,Moderate,1359296,184698,Below Average,Lead,Manager,Pune,Yes,Flexible Hours,Limited,Stable,High,2025-01-16 14:11:33.008200,Ambiguous,153.30986666666666
Hyderabad,5,Medium,Software Engineer,Mid-Level,4,1820943,1027835,PhD,"AWS, Docker, Kubernetes",AWS Certified,38,2,Day,No,Hybrid,Infosys,Retail,Negative,5,Moderate,2213948,99233,Average,Mid-Level,Developer,Mumbai,Yes,Flexible Hours,Limited,Weak,High,2025-01-09 14:11:33.008200,Ambiguous,163.79826666666668
Mumbai,30,High,Software Engineer,Mid-Level,1,1669363,1160278,Bachelor's Degree,"JavaScript, React",Google Cloud Certified,3,6,Flexible,No,Offline,TCS,Retail,Positive,8,Moderate,1613575,328318,Below Average,Lead,Team Lead,Hyderabad,Yes,Health Insurance,Limited,Strong,Moderate,2025-01-14 14:11:33.008200,Clear,173.78583333333333
Darbhanga,18,Medium,Consultant,Mid-Level,11,344900,1376089,Master's Degree,"C++, Algorithms",None,18,10,Day,Yes,Hybrid,Cognizant,IT Services,Positive,7,Low,662530,499572,Below Average,Lead,Data Analyst,Munger,Yes,Flexible Hours,Excellent,Stable,Moderate,2025-01-16 14:11:33.008200,Ambiguous,196.08433333333335
Pune,42,High,Project Manager,Mid-Level,12,1784738,1162371,Master's Degree,"C++, Algorithms",Google Cloud Certified,44,10,Night,No,Remote,Infosys,Banking,Positive,6,Low,1914520,47743,Average,Lead,Manager,Delhi,No,Stock Options,Moderate,Stable,Moderate,2025-01-19 14:11:33.008200,Ambiguous,299.8173333333333
Darbhanga,41,Low,Data Scientist,Senior-Level,11,701067,1866760,Master's Degree,"JavaScript, React",Google Cloud Certified,42,6,Night,No,Remote,HCL,IT Services,Neutral,9,High,2442361,211533,Below Average,Entry-Level,Developer,Madanapalle,Yes,Stock Options,Moderate,Weak,Low,2025-01-12 14:11:33.008200,Ambiguous,129.41203333333334
Bangalore,15,High,Project Manager,Lead,11,1102720,542980,Bachelor's Degree,"AWS, Docker, Kubernetes",None,12,13,Day,No,Remote,Infosys,Banking,Negative,7,Moderate,617767,460415,Average,Lead,Team Lead,Madanapalle,No,Stock Options,Excellent,Strong,Moderate,2024-12-07 14:11:33.008200,Clear,390.5922333333333
Hyderabad,40,Low,Software Engineer,Senior-Level,9,1421268,2392503,Master's Degree,"JavaScript, React",Google Cloud Certified,12,12,Flexible,No,Offline,Infosys,Banking,Neutral,5,Low,1509970,402432,Average,Lead,Manager,Hyderabad,Yes,Stock Options,Excellent,Weak,Low,2024-12-21 14:11:33.008200,Ambiguous,140.33233333333334
Kolkata,17,High,Software Engineer,Lead,12,760796,902367,Master's Degree,"AWS, Docker, Kubernetes",AWS Certified,59,10,Night,Yes,Offline,Accenture,Retail,Negative,8,High,2088241,139000,Below Average,Senior-Level,Manager,Bangalore,No,Health Insurance,Excellent,Strong,Moderate,2025-01-07 14:11:33.008200,Clear,435.6080333333333
Bangalore,47,Medium,Project Manager,Mid-Level,6,1749160,657354,PhD,"Python, SQL, ML",Google Cloud Certified,56,1,Night,No,Remote,Cognizant,IT Services,Positive,2,High,1046004,394922,Below Average,Entry-Level,Manager,Kolkata,No,Stock Options,Moderate,Strong,Moderate,2024-12-14 14:11:33.008200,Ambiguous,300.8668
Madanapalle,7,High,Project Manager,Entry-Level,13,1394979,2159771,Bachelor's Degree,"JavaScript, React",None,85,6,Flexible,No,Offline,TCS,Banking,Positive,9,High,587486,39430,Above Average,Mid-Level,Data Analyst,Mumbai,Yes,Health Insurance,Limited,Stable,High,2025-01-08 14:11:33.008200,Ambiguous,145.58286666666666
Chennai,37,High,Software Engineer,Senior-Level,1,1964034,2317160,Diploma,"AWS, Docker, Kubernetes",PMP,51,14,Night,Yes,Remote,TCS,Healthcare,Positive,9,High,2028782,38834,Below Average,Mid-Level,Developer,Munger,Yes,Stock Options,Excellent,Weak,Moderate,2024-12-24 14:11:33.008200,Clear,163.62606666666667
Bangalore,10,Low,Data Scientist,Entry-Level,1,1095600,577241,PhD,"JavaScript, React",Google Cloud Certified,52,0,Day,No,Offline,Accenture,Banking,Positive,8,High,1826360,34435,Average,Mid-Level,Developer,Mumbai,No,Health Insurance,Excellent,Weak,Low,2025-01-20 14:11:33.008200,Ambiguous,360.8786666666667
Pune,14,Medium,Consultant,Senior-Level,6,1304001,1164265,PhD,"JavaScript, React",Scrum Master,85,4,Night,No,Remote,TCS,Healthcare,Negative,3,Moderate,2133391,97212,Above Average,Entry-Level,Manager,Darbhanga,No,Stock Options,Excellent,Weak,High,2025-01-04 14:11:33.008200,Clear,363.1130333333333
Pune,9,High,Consultant,Mid-Level,4,612023,1874585,Diploma,"AWS, Docker, Kubernetes",AWS Certified,42,8,Night,No,Hybrid,Infosys,IT Services,Positive,6,High,766590,65797,Average,Mid-Level,Manager,Madanapalle,Yes,Stock Options,Limited,Strong,Low,2025-01-07 14:11:33.008200,Clear,187.553
Bangalore,27,Medium,Project Manager,Senior-Level,4,1408447,708617,PhD,"AWS, Docker, Kubernetes",AWS Certified,82,6,Flexible,No,Remote,Accenture,IT Services,Negative,8,Moderate,494702,446770,Above Average,Entry-Level,Manager,Delhi,Yes,Health Insurance,Limited,Weak,High,2025-01-08 14:11:33.008200,Ambiguous,62.490066666666664
Mumbai,14,High,Consultant,Mid-Level,11,1329127,1144748,Bachelor's Degree,"Java, Spring Boot",Scrum Master,71,6,Day,Yes,Remote,HCL,IT Services,Negative,1,Low,2602661,64555,Below Average,Senior-Level,Team Lead,Darbhanga,Yes,Flexible Hours,Excellent,Strong,Low,2024-12-11 14:11:33.008200,Ambiguous,308.75536666666665
Chennai,48,High,Software Engineer,Senior-Level,6,1831180,2454410,Master's Degree,"JavaScript, React",Scrum Master,71,10,Flexible,No,Offline,Cognizant,Banking,Neutral,1,High,755752,95350,Below Average,Senior-Level,Manager,Delhi,No,Flexible Hours,Limited,Weak,High,2024-12-24 14:11:33.008200,Clear,179.19173333333333
Madanapalle,6,Medium,Software Engineer,Mid-Level,14,791862,1293388,Bachelor's Degree,"C++, Algorithms",Google Cloud Certified,41,12,Night,Yes,Offline,Cognizant,Consulting,Positive,8,Low,1562886,24716,Below Average,Entry-Level,Data Analyst,Mumbai,Yes,Flexible Hours,Excellent,Weak,Low,2025-01-23 14:11:33.008200,Clear,210.0962
Bangalore,17,High,Project Manager,Mid-Level,12,1380750,1312743,Diploma,"JavaScript, React",Scrum Master,89,11,Night,No,Offline,Cognizant,Banking,Positive,2,Moderate,958910,70261,Average,Mid-Level,Developer,Munger,Yes,Health Insurance,Limited,Stable,Low,2024-12-16 14:11:33.008200,Ambiguous,137.96366666666665
Mumbai,44,Medium,Project Manager,Lead,11,1055111,1134275,Diploma,"JavaScript, React",PMP,25,1,Flexible,No,Offline,Infosys,Banking,Neutral,8,Moderate,2607087,430744,Above Average,Entry-Level,Data Analyst,Madanapalle,Yes,Flexible Hours,Moderate,Weak,Moderate,2025-01-11 14:11:33.008200,Ambiguous,128.9029
Pune,6,High,Project Manager,Mid-Level,7,523563,2420334,PhD,"AWS, Docker, Kubernetes",None,22,7,Flexible,No,Offline,HCL,Retail,Negative,4,Low,2757592,274139,Average,Entry-Level,Manager,Mumbai,Yes,Flexible Hours,Moderate,Stable,High,2025-01-08 14:11:33.008200,Ambiguous,249.91973333333334
Pune,24,Low,Data Scientist,Lead,9,437653,1697819,Bachelor's Degree,"JavaScript, React",Scrum Master,42,2,Flexible,Yes,Offline,Accenture,Retail,Positive,5,High,1358101,32414,Above Average,Lead,Team Lead,Madanapalle,Yes,Health Insurance,Limited,Stable,High,2024-12-29 14:11:33.008200,Clear,137.27003333333334
Hyderabad,5,Medium,Consultant,Mid-Level,10,410155,1434186,Bachelor's Degree,"JavaScript, React",Scrum Master,76,14,Day,No,Hybrid,Accenture,Banking,Negative,1,High,1096314,154916,Below Average,Entry-Level,Manager,Hyderabad,No,Flexible Hours,Moderate,Strong,Moderate,2025-01-15 14:11:33.008200,Ambiguous,386.54380000000003
Bangalore,41,High,Project Manager,Entry-Level,5,633997,998506,Diploma,"C++, Algorithms",PMP,27,7,Night,No,Remote,Cognizant,Healthcare,Neutral,7,Low,469519,177731,Average,Lead,Manager,Pune,No,Flexible Hours,Moderate,Weak,Low,2024-12-11 14:11:33.008200,Clear,213.65063333333333
Chennai,13,High,Analyst,Mid-Level,9,1660398,1644992,Bachelor's Degree,"AWS, Docker, Kubernetes",AWS Certified,8,2,Flexible,Yes,Remote,HCL,Retail,Negative,8,Low,1111475,25522,Below Average,Senior-Level,Manager,Pune,Yes,Flexible Hours,Moderate,Weak,Low,2025-01-09 14:11:33.008200,Ambiguous,141.04916666666668
Munger,21,Low,Analyst,Entry-Level,4,1850184,2399920,Diploma,"JavaScript, React",AWS Certified,19,9,Night,Yes,Remote,HCL,Banking,Positive,1,Low,1360655,401776,Average,Lead,Manager,Delhi,Yes,Health Insurance,Excellent,Weak,High,2024-12-30 14:11:33.008200,Clear,173.35516666666666
Chennai,13,Medium,Software Engineer,Entry-Level,13,1476371,956718,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,55,6,Day,Yes,Hybrid,HCL,Consulting,Negative,5,High,1596688,346178,Below Average,Entry-Level,Manager,Mumbai,No,Health Insurance,Limited,Stable,Low,2024-12-23 14:11:33.008200,Clear,317.22293333333334
Pune,15,High,Consultant,Mid-Level,10,388668,2229989,Bachelor's Degree,"Java, Spring Boot",PMP,82,1,Day,Yes,Remote,TCS,Healthcare,Negative,5,High,2541924,314466,Average,Senior-Level,Developer,Chennai,Yes,Flexible Hours,Limited,Weak,High,2025-01-06 14:11:33.008200,Ambiguous,154.7308
Pune,19,Low,Project Manager,Entry-Level,2,1037685,2399063,Bachelor's Degree,"C++, Algorithms",None,38,3,Day,No,Hybrid,TCS,IT Services,Positive,7,High,2619583,339782,Average,Lead,Data Analyst,Madanapalle,No,Flexible Hours,Limited,Strong,High,2024-12-13 14:11:33.008200,Clear,379.31943333333334
Darbhanga,28,High,Analyst,Lead,3,969927,1996853,Diploma,"JavaScript, React",None,50,10,Day,No,Hybrid,Cognizant,Banking,Positive,9,Low,2692056,373478,Above Average,Entry-Level,Team Lead,Madanapalle,Yes,Health Insurance,Moderate,Strong,Low,2024-12-23 14:11:33.008200,Clear,243.73520000000002
Pune,42,Medium,Consultant,Senior-Level,13,1822196,1524027,PhD,"Python, SQL, ML",PMP,11,5,Night,No,Hybrid,HCL,Banking,Negative,4,High,558988,149596,Below Average,Senior-Level,Manager,Chennai,No,Flexible Hours,Excellent,Weak,Low,2025-01-03 14:11:33.008200,Clear,254.63293333333334
Madanapalle,39,High,Software Engineer,Mid-Level,11,1968883,752414,Bachelor's Degree,"JavaScript, React",None,78,10,Day,No,Remote,HCL,Healthcare,Negative,8,Moderate,2261380,40846,Above Average,Lead,Team Lead,Bangalore,No,Health Insurance,Limited,Stable,Low,2025-01-13 14:11:33.008200,Clear,287.3793333333333
Delhi,34,High,Data Scientist,Entry-Level,1,1279448,524932,Diploma,"JavaScript, React",AWS Certified,54,8,Day,Yes,Hybrid,Accenture,Retail,Neutral,0,Low,2427787,345787,Above Average,Entry-Level,Developer,Mumbai,Yes,Flexible Hours,Moderate,Strong,Moderate,2024-12-28 14:11:33.008200,Clear,222.92623333333333
Bangalore,35,High,Consultant,Mid-Level,14,853091,1439955,Diploma,"AWS, Docker, Kubernetes",None,77,4,Flexible,No,Remote,Accenture,Retail,Positive,8,High,439080,463312,Below Average,Entry-Level,Data Analyst,Chennai,No,Health Insurance,Excellent,Strong,High,2024-12-21 14:11:33.008200,Ambiguous,344.63599999999997
Chennai,9,High,Consultant,Lead,14,973590,668083,Bachelor's Degree,"AWS, Docker, Kubernetes",None,10,12,Day,No,Remote,Cognizant,Retail,Negative,9,Low,506242,124930,Average,Mid-Level,Manager,Pune,Yes,Stock Options,Excellent,Stable,Low,2025-01-12 14:11:33.008200,Ambiguous,208.87473333333332
Delhi,48,Low,Data Scientist,Mid-Level,6,973222,2151498,Bachelor's Degree,"AWS, Docker, Kubernetes",PMP,25,8,Flexible,No,Offline,HCL,IT Services,Positive,6,Moderate,1229154,487020,Above Average,Mid-Level,Developer,Madanapalle,No,Stock Options,Limited,Strong,Moderate,2024-12-21 14:11:33.008200,Clear,274.97180000000003
Mumbai,18,Low,Consultant,Mid-Level,13,1785147,2486453,PhD,"Python, SQL, ML",PMP,41,14,Day,No,Offline,Cognizant,Healthcare,Neutral,3,Moderate,2058069,450919,Below Average,Lead,Developer,Pune,Yes,Health Insurance,Limited,Stable,Low,2025-01-25 14:11:33.008200,Ambiguous,172.6023
Munger,15,Medium,Software Engineer,Entry-Level,6,1248763,1082405,Diploma,"JavaScript, React",None,26,4,Day,Yes,Hybrid,Accenture,Healthcare,Negative,2,Low,1327281,296543,Average,Lead,Data Analyst,Mumbai,Yes,Stock Options,Moderate,Strong,High,2025-01-25 14:11:33.008200,Clear,224.2427
Madanapalle,13,Low,Software Engineer,Lead,1,1578723,1958426,Diploma,"Java, Spring Boot",Scrum Master,10,9,Flexible,No,Hybrid,Accenture,Retail,Negative,9,Low,567403,216232,Above Average,Lead,Manager,Munger,Yes,Flexible Hours,Limited,Stable,Moderate,2024-12-31 14:11:33.008200,Clear,132.91343333333333
Chennai,38,Low,Data Scientist,Senior-Level,11,1304949,1886561,Master's Degree,"C++, Algorithms",PMP,37,7,Day,No,Remote,TCS,Retail,Negative,5,Moderate,656392,233734,Above Average,Entry-Level,Data Analyst,Munger,No,Health Insurance,Moderate,Strong,High,2024-12-27 14:11:33.008200,Ambiguous,305.8797333333333
Delhi,16,Medium,Project Manager,Senior-Level,13,855083,2101421,Diploma,"AWS, Docker, Kubernetes",Google Cloud Certified,42,12,Night,No,Hybrid,Cognizant,Consulting,Positive,0,Low,420968,229739,Above Average,Lead,Data Analyst,Delhi,Yes,Health Insurance,Excellent,Weak,Low,2025-01-13 14:11:33.008200,Clear,152.03226666666666
Munger,39,Low,Analyst,Entry-Level,3,1856396,689220,PhD,"AWS, Docker, Kubernetes",Google Cloud Certified,18,12,Night,Yes,Hybrid,Cognizant,Consulting,Neutral,2,Moderate,1984156,133182,Average,Entry-Level,Team Lead,Pune,Yes,Flexible Hours,Excellent,Strong,Low,2024-12-08 14:11:33.008200,Clear,238.13853333333333
Darbhanga,39,Low,Project Manager,Mid-Level,5,570914,1644453,Master's Degree,"JavaScript, React",AWS Certified,63,0,Day,Yes,Remote,HCL,Banking,Positive,1,Moderate,1790179,58591,Above Average,Lead,Team Lead,Pune,Yes,Flexible Hours,Excellent,Strong,Low,2025-01-02 14:11:33.008200,Clear,231.67263333333332
Madanapalle,5,Medium,Consultant,Entry-Level,3,1883957,1795285,Master's Degree,"JavaScript, React",None,5,6,Night,No,Hybrid,HCL,Banking,Negative,8,High,2057057,161786,Average,Entry-Level,Data Analyst,Pune,No,Health Insurance,Excellent,Weak,Moderate,2025-01-24 14:11:33.008200,Ambiguous,378.5685666666667
Madanapalle,44,Medium,Analyst,Entry-Level,10,1741985,881725,Master's Degree,"Python, SQL, ML",Scrum Master,45,3,Flexible,No,Hybrid,TCS,Healthcare,Neutral,2,Low,1254082,308021,Above Average,Entry-Level,Team Lead,Bangalore,Yes,Flexible Hours,Limited,Weak,Moderate,2025-01-07 14:11:33.008200,Ambiguous,53.802733333333336
Darbhanga,26,Medium,Data Scientist,Entry-Level,3,662455,1253900,Bachelor's Degree,"Python, SQL, ML",AWS Certified,41,4,Day,No,Remote,Infosys,Healthcare,Negative,1,Low,1941773,94106,Below Average,Mid-Level,Developer,Pune,No,Health Insurance,Limited,Weak,Moderate,2024-12-27 14:11:33.008200,Clear,262.7257666666667
Bangalore,33,High,Data Scientist,Mid-Level,14,579713,1806978,Bachelor's Degree,"AWS, Docker, Kubernetes",None,64,5,Day,Yes,Remote,Infosys,IT Services,Negative,3,High,1146470,88018,Above Average,Senior-Level,Data Analyst,Munger,No,Flexible Hours,Moderate,Weak,Moderate,2024-12-10 14:11:33.008200,Clear,252.21566666666666
Darbhanga,12,High,Analyst,Lead,10,1334586,1384156,Diploma,"JavaScript, React",PMP,71,4,Flexible,No,Offline,Infosys,IT Services,Positive,1,Moderate,2332893,371998,Below Average,Entry-Level,Manager,Bangalore,No,Health Insurance,Moderate,Stable,Low,2025-01-19 14:11:33.008200,Clear,373.7631
Madanapalle,15,Medium,Software Engineer,Entry-Level,3,1652790,1263659,Master's Degree,"Java, Spring Boot",Google Cloud Certified,58,11,Flexible,No,Remote,Cognizant,Consulting,Negative,0,Low,553329,462352,Below Average,Lead,Manager,Delhi,Yes,Flexible Hours,Moderate,Stable,Low,2024-12-25 14:11:33.008200,Clear,158.4443
Madanapalle,45,Medium,Analyst,Mid-Level,5,1303429,1317996,PhD,"C++, Algorithms",Scrum Master,51,0,Flexible,No,Offline,Cognizant,Banking,Neutral,5,High,1549164,174486,Below Average,Mid-Level,Developer,Hyderabad,Yes,Flexible Hours,Moderate,Strong,Low,2024-12-08 14:11:33.008200,Clear,171.6388
Delhi,41,Medium,Consultant,Lead,13,864485,1148778,Bachelor's Degree,"JavaScript, React",Google Cloud Certified,46,11,Day,Yes,Hybrid,Accenture,Consulting,Negative,9,High,1972762,130832,Average,Lead,Manager,Darbhanga,No,Stock Options,Moderate,Strong,Moderate,2025-01-01 14:11:33.008200,Ambiguous,343.75873333333334
Pune,18,High,Software Engineer,Entry-Level,5,1875125,1603920,PhD,"JavaScript, React",PMP,6,8,Flexible,No,Remote,Cognizant,Consulting,Negative,7,Low,2318517,96576,Below Average,Lead,Manager,Delhi,Yes,Stock Options,Excellent,Strong,Moderate,2025-01-09 14:11:33.008200,Ambiguous,291.2839
Munger,34,High,Data Scientist,Senior-Level,4,457584,1147852,PhD,"Python, SQL, ML",None,10,1,Flexible,No,Remote,Cognizant,Banking,Positive,9,High,2195209,220015,Above Average,Entry-Level,Data Analyst,Kolkata,Yes,Stock Options,Excellent,Stable,Low,2024-12-20 14:11:33.008200,Ambiguous,215.17363333333333
Darbhanga,39,Low,Analyst,Lead,1,1224220,1556618,Bachelor's Degree,"C++, Algorithms",PMP,60,8,Night,Yes,Remote,Cognizant,IT Services,Neutral,9,Moderate,1961128,264664,Average,Entry-Level,Developer,Bangalore,No,Flexible Hours,Excellent,Strong,Low,2024-12-21 14:11:33.008200,Ambiguous,387.3709333333333
Munger,25,Low,Project Manager,Entry-Level,5,1697515,1502686,Bachelor's Degree,"AWS, Docker, Kubernetes",PMP,67,9,Night,Yes,Hybrid,TCS,Banking,Positive,1,High,1711414,186540,Below Average,Senior-Level,Data Analyst,Munger,No,Health Insurance,Moderate,Strong,Moderate,2024-12-26 14:11:33.008200,Clear,367.04713333333336
Darbhanga,41,Medium,Project Manager,Lead,10,591077,1507810,Bachelor's Degree,"JavaScript, React",Google Cloud Certified,24,1,Day,No,Offline,Cognizant,Retail,Negative,8,Moderate,415588,220774,Average,Entry-Level,Developer,Munger,Yes,Flexible Hours,Excellent,Stable,High,2025-01-09 14:11:33.008200,Clear,141.85293333333334
Mumbai,9,High,Consultant,Lead,5,1324729,1212283,Bachelor's Degree,"AWS, Docker, Kubernetes",Scrum Master,11,8,Night,Yes,Hybrid,HCL,Retail,Positive,2,Moderate,857301,213180,Average,Entry-Level,Data Analyst,Mumbai,No,Stock Options,Excellent,Strong,Low,2025-01-11 14:11:33.008200,Ambiguous,410.5767
Madanapalle,23,High,Project Manager,Lead,4,959738,2221367,Master's Degree,"JavaScript, React",PMP,25,5,Night,No,Hybrid,HCL,Retail,Positive,7,Low,2742608,102508,Average,Senior-Level,Data Analyst,Madanapalle,Yes,Flexible Hours,Excellent,Stable,Low,2024-12-25 14:11:33.008200,Ambiguous,255.42026666666666
Pune,18,High,Analyst,Lead,6,1913447,738365,Master's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,11,10,Flexible,Yes,Remote,Accenture,Healthcare,Positive,7,High,930992,318979,Above Average,Lead,Team Lead,Pune,No,Stock Options,Excellent,Stable,Low,2024-12-15 14:11:33.008200,Clear,355.0330666666667
Delhi,30,Medium,Analyst,Lead,10,674226,1275512,Master's Degree,"C++, Algorithms",Scrum Master,42,8,Flexible,Yes,Offline,TCS,IT Services,Positive,2,Moderate,1488712,204405,Below Average,Senior-Level,Manager,Munger,Yes,Stock Options,Limited,Weak,Moderate,2024-12-13 14:11:33.008200,Ambiguous,89.62373333333333
Pune,8,Low,Project Manager,Lead,4,1765792,1978315,Master's Degree,"Python, SQL, ML",None,50,12,Night,No,Hybrid,HCL,IT Services,Negative,2,Moderate,447361,52464,Average,Senior-Level,Developer,Pune,Yes,Health Insurance,Moderate,Weak,Low,2025-01-05 14:11:33.008200,Clear,128.91203333333334
Pune,29,Medium,Analyst,Entry-Level,14,1459608,2429144,Diploma,"C++, Algorithms",None,36,5,Night,No,Remote,TCS,Healthcare,Negative,5,High,2639665,384598,Average,Senior-Level,Manager,Chennai,No,Health Insurance,Moderate,Stable,Low,2024-12-19 14:11:33.008200,Clear,349.98883333333333
Pune,49,Low,Consultant,Senior-Level,7,1555516,2298769,Master's Degree,"Java, Spring Boot",AWS Certified,45,5,Night,No,Hybrid,TCS,Consulting,Neutral,0,Moderate,414677,163995,Average,Mid-Level,Team Lead,Madanapalle,Yes,Stock Options,Limited,Stable,Low,2025-01-02 14:11:33.008200,Clear,55.82256666666667
Munger,46,Low,Software Engineer,Mid-Level,7,1653324,1749590,Bachelor's Degree,"Python, SQL, ML",Google Cloud Certified,52,12,Day,Yes,Hybrid,Accenture,Retail,Positive,3,High,2056455,126062,Below Average,Lead,Developer,Chennai,Yes,Stock Options,Excellent,Weak,Low,2025-01-19 14:11:33.008200,Ambiguous,146.5485
Darbhanga,29,Medium,Consultant,Lead,2,761552,785893,PhD,"C++, Algorithms",Scrum Master,87,10,Day,No,Remote,TCS,Retail,Positive,0,Low,2358970,465071,Average,Mid-Level,Team Lead,Pune,No,Flexible Hours,Excellent,Strong,Low,2025-01-10 14:11:33.008200,Ambiguous,420.63233333333335
Kolkata,22,Low,Consultant,Mid-Level,3,1575303,1572341,Master's Degree,"Java, Spring Boot",PMP,79,13,Day,No,Remote,Cognizant,Consulting,Neutral,2,Moderate,1777984,339589,Average,Mid-Level,Manager,Bangalore,Yes,Stock Options,Excellent,Strong,High,2024-12-19 14:11:33.008200,Ambiguous,265.2661333333333
Mumbai,44,Low,Analyst,Entry-Level,1,373869,1835601,Diploma,"JavaScript, React",None,12,1,Night,No,Offline,TCS,Banking,Positive,8,Moderate,2046032,382598,Above Average,Entry-Level,Data Analyst,Kolkata,Yes,Flexible Hours,Moderate,Strong,High,2024-12-21 14:11:33.008200,Ambiguous,190.20106666666666
Chennai,12,High,Software Engineer,Lead,8,1169807,1645803,Bachelor's Degree,"JavaScript, React",Scrum Master,88,7,Night,No,Hybrid,Accenture,Banking,Neutral,4,High,2115979,394050,Below Average,Senior-Level,Team Lead,Madanapalle,Yes,Stock Options,Moderate,Stable,Low,2025-01-21 14:11:33.008200,Ambiguous,216.53263333333334
Pune,43,Low,Analyst,Senior-Level,9,1018675,1869793,PhD,"AWS, Docker, Kubernetes",Google Cloud Certified,53,2,Day,No,Remote,Accenture,IT Services,Negative,4,High,2569091,108384,Above Average,Senior-Level,Team Lead,Bangalore,No,Health Insurance,Moderate,Weak,Low,2024-12-15 14:11:33.008200,Clear,279.6363666666667
Bangalore,44,Medium,Data Scientist,Mid-Level,4,502416,696208,PhD,"Python, SQL, ML",AWS Certified,56,6,Day,Yes,Remote,Accenture,Healthcare,Neutral,3,High,2290252,208691,Below Average,Mid-Level,Data Analyst,Munger,No,Health Insurance,Moderate,Strong,Low,2025-01-20 14:11:33.008200,Ambiguous,348.3417333333333
Munger,18,Medium,Analyst,Lead,6,1959580,1150186,Master's Degree,"JavaScript, React",None,3,4,Night,No,Offline,HCL,IT Services,Positive,2,High,2908894,187218,Below Average,Entry-Level,Manager,Kolkata,No,Stock Options,Moderate,Weak,Low,2024-12-29 14:11:33.008200,Clear,340.9631333333333
Delhi,36,Low,Analyst,Entry-Level,9,878533,1498657,PhD,"Python, SQL, ML",Scrum Master,74,2,Flexible,No,Offline,Cognizant,Banking,Neutral,4,Moderate,2244348,332176,Below Average,Entry-Level,Team Lead,Hyderabad,No,Flexible Hours,Limited,Weak,Moderate,2025-01-11 14:11:33.008200,Clear,252.8116
Chennai,42,High,Analyst,Senior-Level,6,867344,2436982,Master's Degree,"JavaScript, React",Scrum Master,48,0,Day,Yes,Remote,HCL,Consulting,Negative,3,Low,1159848,385665,Above Average,Entry-Level,Manager,Munger,No,Flexible Hours,Moderate,Stable,Moderate,2025-01-15 14:11:33.008200,Clear,274.6616
Kolkata,37,High,Software Engineer,Mid-Level,14,1759501,1326215,Master's Degree,"AWS, Docker, Kubernetes",Scrum Master,6,7,Night,No,Offline,Infosys,IT Services,Positive,7,Low,1809277,388522,Above Average,Lead,Data Analyst,Darbhanga,Yes,Flexible Hours,Excellent,Strong,Moderate,2024-12-09 14:11:33.008200,Ambiguous,236.30923333333334
